Order_ID,Product_ID,Warehouse_Block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Shipment_Distance,Gender,Discount_Offered,On_time_delivery,Seller_Name
2137,156104,D,Ship,5,3,224,medium,M,52,1,Lok Seva Hardware
2138,155710,F,Ship,5,3,239,low,M,3,1,Lok Seva Hardware
2139,156048,A,Ship,2,3,140,medium,M,20,1,Lok Seva Hardware
2140,155647,B,Ship,6,3,272,low,F,39,1,Lok Seva Hardware
2141,155435,C,Ship,3,3,160,medium,F,65,1,Lok Seva Hardware
2142,156188,F,Ship,3,3,261,medium,M,14,1,Lok Seva Hardware
2143,155968,D,Ship,3,5,199,medium,F,62,1,Lok Seva Hardware
2144,156148,F,Ship,3,1,154,medium,F,56,1,Lok Seva Hardware
2145,155808,A,Ship,3,5,237,low,M,55,1,Lok Seva Hardware
2146,156359,B,Ship,4,4,181,low,M,44,1,Lok Seva Hardware
2147,155959,C,Ship,3,3,133,low,F,10,1,Lok Seva Hardware
2148,155799,F,Ship,3,4,150,medium,M,47,1,Lok Seva Hardware
2149,156320,D,Ship,6,5,152,medium,F,62,1,Lok Seva Hardware
2150,156112,F,Ship,6,1,142,low,F,30,1,Lok Seva Hardware
2151,156302,A,Ship,4,3,214,low,M,57,1,Lok Seva Hardware
2152,156217,B,Ship,5,1,155,medium,F,40,1,Lok Seva Hardware
2153,155593,C,Ship,4,2,191,low,M,11,1,Lok Seva Hardware
2154,156074,F,Ship,4,5,133,medium,M,39,1,Lok Seva Hardware
2155,155483,D,Ship,3,3,211,high,F,22,1,Lok Seva Hardware
2156,155539,F,Ship,4,3,212,low,M,28,1,Lok Seva Hardware
2157,156139,A,Ship,3,1,150,low,M,9,1,Lok Seva Hardware
2158,155618,B,Ship,3,5,208,low,F,41,1,Lok Seva Hardware
2159,155430,C,Ship,4,2,157,medium,M,15,1,Lok Seva Hardware
2160,156306,F,Ship,4,4,228,low,M,60,1,Lok Seva Hardware
2161,155565,D,Ship,3,4,254,medium,F,44,1,Lok Seva Hardware
2162,155951,F,Ship,4,2,270,low,M,65,1,Lok Seva Hardware
2163,156062,A,Ship,6,2,195,medium,M,30,1,Lok Seva Hardware
2164,155647,B,Ship,4,5,193,low,M,33,1,Lok Seva Hardware
2165,155483,C,Ship,5,4,165,medium,F,48,1,Lok Seva Hardware
2166,156228,F,Road,3,1,177,low,M,38,1,Lok Seva Hardware
2167,155992,D,Road,3,4,244,low,F,46,1,Lok Seva Hardware
2168,155411,F,Road,3,2,151,low,M,26,1,Lok Seva Hardware
2169,156011,A,Road,3,1,164,low,M,2,1,Lok Seva Hardware
2170,156260,B,Road,5,1,165,low,F,37,1,Lok Seva Hardware
2171,155715,C,Road,3,4,256,medium,M,55,1,Lok Seva Hardware
2172,155374,F,Road,4,4,150,low,M,5,1,Lok Seva Hardware
2173,156210,D,Road,2,3,255,low,M,27,1,Lok Seva Hardware
2174,156174,F,Road,4,3,268,medium,F,23,1,Lok Seva Hardware
2175,156059,A,Road,3,5,166,low,F,1,1,Lok Seva Hardware
2176,155495,B,Road,3,5,230,low,F,49,1,Lok Seva Hardware
2177,155719,C,Road,4,3,163,low,F,45,1,Lok Seva Hardware
2178,156123,F,Road,4,4,139,high,F,64,1,Lok Seva Hardware
2179,156130,D,Road,3,5,161,medium,F,10,1,Lok Seva Hardware
2180,155732,F,Road,6,2,181,high,F,6,1,Lok Seva Hardware
2181,156175,A,Road,4,1,242,high,M,47,1,Lok Seva Hardware
2182,155616,B,Road,3,3,151,low,F,24,1,Lok Seva Hardware
2183,155983,C,Road,3,4,167,medium,M,50,1,Lok Seva Hardware
2184,155468,F,Road,3,2,257,low,F,25,1,Lok Seva Hardware
2185,156138,D,Road,3,2,204,medium,F,35,1,Lok Seva Hardware
2186,156242,F,Road,5,3,219,low,M,1,1,Lok Seva Hardware
2187,156034,A,Road,3,4,202,medium,M,28,1,Lok Seva Hardware
2188,155538,B,Flight,4,5,155,medium,M,41,1,Lok Seva Hardware
2189,156107,C,Flight,3,3,183,high,F,6,1,Lok Seva Hardware
2190,155522,F,Flight,5,1,184,low,F,19,1,Lok Seva Hardware
2191,155565,D,Flight,4,5,230,low,F,38,1,Lok Seva Hardware
2192,155935,F,Flight,4,2,139,low,F,41,1,Lok Seva Hardware
2193,155403,A,Flight,4,4,252,medium,F,7,1,Lok Seva Hardware
2194,156286,B,Flight,3,2,272,medium,F,40,1,Lok Seva Hardware
2195,155375,C,Flight,3,2,134,low,F,20,1,Lok Seva Hardware
2196,155454,F,Flight,3,5,169,medium,M,13,1,Lok Seva Hardware
2197,155935,D,Flight,4,2,214,low,M,49,1,Lok Seva Hardware
2198,155657,F,Flight,3,3,163,medium,F,65,1,Lok Seva Hardware
2199,156302,A,Flight,4,2,150,low,F,48,1,Lok Seva Hardware
2200,156126,B,Flight,5,5,216,high,M,33,1,Lok Seva Hardware
2201,155768,C,Flight,5,2,116,high,F,56,1,Lok Seva Hardware
2202,156182,F,Flight,3,4,144,low,F,33,1,Lok Seva Hardware
2203,155698,D,Flight,5,3,266,low,F,19,1,Lok Seva Hardware
2204,155616,F,Flight,3,3,154,medium,F,62,1,Lok Seva Hardware
2205,155601,A,Flight,4,3,255,low,M,18,1,Lok Seva Hardware
2206,155492,B,Flight,6,2,229,medium,M,13,1,Lok Seva Hardware
2207,155486,C,Flight,2,1,111,medium,M,16,1,Lok Seva Hardware
2208,155367,F,Flight,3,3,160,medium,F,32,1,Lok Seva Hardware
2209,155449,D,Flight,3,1,184,low,F,31,1,Lok Seva Hardware
2210,156203,F,Ship,4,4,218,low,M,45,1,Lok Seva Hardware
2211,156196,A,Ship,5,1,137,low,M,52,1,Lok Seva Hardware
2212,155574,B,Ship,4,2,204,medium,M,14,1,Lok Seva Hardware
2213,155512,C,Ship,6,1,105,low,F,57,1,Lok Seva Hardware
2214,155506,F,Ship,3,1,256,medium,F,63,1,Lok Seva Hardware
2215,155455,D,Ship,4,2,182,medium,F,54,1,Lok Seva Hardware
2216,155760,F,Ship,3,4,260,high,M,17,1,Lok Seva Hardware
2217,155897,A,Ship,4,2,166,low,M,62,1,Lok Seva Hardware
2218,155634,B,Ship,5,2,160,medium,M,43,1,Lok Seva Hardware
2219,155484,C,Ship,4,2,243,medium,F,13,1,Lok Seva Hardware
2220,155977,F,Ship,6,5,240,medium,M,62,1,Lok Seva Hardware
2221,155837,D,Ship,6,1,229,low,M,35,1,Lok Seva Hardware
2222,156135,F,Ship,3,1,164,low,M,2,1,Lok Seva Hardware
2223,156222,A,Ship,3,4,234,medium,F,37,1,Lok Seva Hardware
2224,156191,B,Ship,4,1,97,high,M,15,1,Lok Seva Hardware
2225,155451,C,Ship,4,3,258,low,F,12,1,Lok Seva Hardware
2226,155769,F,Ship,3,1,147,medium,M,52,1,Lok Seva Hardware
2227,156339,D,Ship,4,3,180,low,M,14,1,Lok Seva Hardware
2228,155914,F,Ship,5,1,212,low,F,11,1,Lok Seva Hardware
2229,156000,A,Ship,3,,198,medium,M,19,1,Lok Seva Hardware
2230,155606,B,Ship,3,1,239,low,F,63,1,Lok Seva Hardware
2231,156311,C,Ship,4,3,158,low,M,46,1,Lok Seva Hardware
2232,155736,F,Ship,4,3,218,high,F,57,1,Lok Seva Hardware
2233,156287,D,Ship,4,4,156,low,M,20,1,Lok Seva Hardware
2234,156108,F,Ship,3,4,235,low,M,52,1,Lok Seva Hardware
2235,156129,A,Ship,4,5,168,low,F,4,1,Lok Seva Hardware
2236,155766,B,Ship,3,1,178,high,F,36,1,Lok Seva Hardware
2237,156205,C,Ship,4,2,275,medium,M,26,1,Lok Seva Hardware
2238,155874,F,Ship,3,4,139,low,M,45,1,Lok Seva Hardware
2239,156336,D,Ship,2,5,236,medium,F,13,1,Lok Seva Hardware
2240,155791,F,Ship,3,4,155,low,F,37,1,Lok Seva Hardware
2241,155814,A,Ship,3,3,168,medium,M,11,1,Lok Seva Hardware
2242,155826,B,Ship,4,1,151,low,M,42,1,Lok Seva Hardware
2243,156249,C,Ship,3,4,113,low,F,56,1,Lok Seva Hardware
2244,156338,F,Ship,4,3,133,medium,F,50,1,Lok Seva Hardware
2245,156041,D,Ship,5,4,163,medium,M,57,1,Lok Seva Hardware
2246,155381,F,Ship,5,3,206,medium,F,59,1,Lok Seva Hardware
2247,155426,A,Ship,3,2,177,medium,F,23,1,Lok Seva Hardware
2248,155462,B,Ship,3,2,206,low,M,3,1,Lok Seva Hardware
2249,155929,C,Ship,5,1,189,medium,M,13,1,Lok Seva Hardware
2250,155617,F,Ship,3,4,270,low,M,39,1,Lok Seva Hardware
2251,155395,D,Ship,4,1,238,low,F,33,1,Lok Seva Hardware
2252,155955,F,Ship,5,1,143,low,M,46,1,Lok Seva Hardware
2253,155998,A,Ship,4,1,173,medium,M,53,1,Lok Seva Hardware
2254,156266,B,Ship,3,5,134,medium,M,38,1,Lok Seva Hardware
2255,155642,C,Ship,4,4,176,high,M,34,1,Lok Seva Hardware
2256,156008,F,Ship,4,3,160,medium,F,38,1,Lok Seva Hardware
2257,155745,D,Ship,3,4,230,high,F,22,1,Lok Seva Hardware
2258,155497,F,Ship,4,5,178,low,F,5,1,Lok Seva Hardware
2259,155487,A,Ship,3,2,256,low,F,18,1,Lok Seva Hardware
2260,155950,B,Ship,3,4,256,low,M,11,1,Lok Seva Hardware
2261,155735,C,Ship,3,2,208,medium,M,52,1,Lok Seva Hardware
2262,156215,F,Ship,4,3,119,low,F,40,1,Lok Seva Hardware
2263,155877,D,Ship,3,3,114,low,F,26,1,Lok Seva Hardware
2264,156336,F,Ship,3,5,225,low,F,1,1,Lok Seva Hardware
2265,156169,A,Ship,4,5,155,high,F,48,1,Lok Seva Hardware
2266,155962,B,Ship,4,4,223,medium,F,51,1,Lok Seva Hardware
2267,155688,C,Ship,5,3,194,medium,F,6,1,Lok Seva Hardware
2268,156147,F,Ship,5,4,281,medium,F,40,1,Lok Seva Hardware
2269,155665,D,Ship,4,1,132,medium,F,10,1,Lok Seva Hardware
2270,155477,F,Ship,4,1,229,medium,F,53,1,Lok Seva Hardware
2271,156056,A,Ship,4,2,251,low,F,10,1,Lok Seva Hardware
2272,155840,B,Ship,4,1,113,low,F,60,1,Lok Seva Hardware
2273,156245,C,Ship,5,5,234,low,F,52,1,Lok Seva Hardware
2274,156067,F,Ship,3,3,181,medium,M,58,1,Lok Seva Hardware
2275,155533,D,Ship,5,2,157,low,M,32,1,Lok Seva Hardware
2276,155697,F,Ship,3,1,155,low,M,49,1,Lok Seva Hardware
2277,156076,A,Ship,3,4,209,low,M,62,1,Lok Seva Hardware
2278,155558,B,Ship,4,3,264,low,F,39,1,Lok Seva Hardware
2279,156358,C,Ship,3,1,268,low,F,47,1,Lok Seva Hardware
2280,156232,F,Ship,6,1,224,medium,M,64,1,Lok Seva Hardware
2281,155514,D,Ship,4,4,223,low,M,24,1,Lok Seva Hardware
2282,155407,F,Ship,3,2,191,high,F,42,1,Lok Seva Hardware
2283,155907,A,Ship,4,1,184,high,F,47,1,Lok Seva Hardware
2284,156048,B,Ship,6,5,174,medium,F,32,1,Lok Seva Hardware
2285,156021,C,Ship,6,3,134,high,F,12,1,Lok Seva Hardware
2286,156313,F,Ship,4,1,135,high,F,25,1,Lok Seva Hardware
2287,155512,D,Ship,5,4,234,high,F,61,1,Lok Seva Hardware
2288,155852,F,Ship,3,1,215,high,M,5,1,Lok Seva Hardware
2289,156208,A,Ship,5,4,187,medium,F,10,1,Lok Seva Hardware
2290,156201,B,Ship,3,1,238,medium,F,50,1,Lok Seva Hardware
2291,155992,C,Ship,4,2,273,low,F,26,1,Lok Seva Hardware
2292,155686,F,Ship,5,4,192,medium,M,46,1,Lok Seva Hardware
2293,155549,D,Ship,3,5,268,high,M,5,1,Lok Seva Hardware
2294,155494,F,Ship,3,5,225,low,F,12,1,Lok Seva Hardware
2295,155658,A,Ship,4,5,155,high,F,54,1,Lok Seva Hardware
2296,155819,B,Ship,4,2,223,medium,F,56,1,Lok Seva Hardware
2297,155389,C,Ship,5,1,194,medium,F,32,1,Lok Seva Hardware
2298,155633,F,Ship,5,4,281,medium,M,56,1,Lok Seva Hardware
2299,155729,D,Ship,4,5,132,medium,F,28,1,Lok Seva Hardware
2300,156347,F,Ship,4,1,229,medium,F,20,1,Lok Seva Hardware
2301,155405,A,Ship,4,1,251,low,F,33,1,Lok Seva Hardware
2302,155803,B,Ship,4,5,113,low,F,52,1,Lok Seva Hardware
2303,155791,C,Road,5,2,234,low,F,58,1,Lok Seva Hardware
2304,155462,F,Road,3,3,181,medium,F,52,1,Lok Seva Hardware
2305,155607,D,Road,5,2,157,low,M,58,1,Lok Seva Hardware
2306,155672,F,Road,3,3,155,low,M,20,1,Lok Seva Hardware
2307,155807,A,Road,3,5,209,low,M,33,1,Lok Seva Hardware
2308,156039,B,Road,4,1,264,low,M,13,1,Lok Seva Hardware
2309,155385,C,Road,3,2,268,low,M,30,1,Lok Seva Hardware
2310,155476,F,Road,6,2,224,medium,F,26,1,Lok Seva Hardware
2311,155614,D,Road,4,3,223,low,F,21,1,Lok Seva Hardware
2312,155876,F,Road,3,5,191,high,F,17,1,Lok Seva Hardware
2313,155785,A,Road,4,4,184,high,F,27,1,Lok Seva Hardware
2314,156081,B,Road,6,4,174,medium,F,14,1,Lok Seva Hardware
2315,155742,C,Road,6,2,134,high,M,42,1,Lok Seva Hardware
2316,155824,F,Road,4,5,135,high,F,22,1,Lok Seva Hardware
2317,155739,D,Road,5,5,234,high,M,50,1,Lok Seva Hardware
2318,156235,F,Road,3,1,215,high,M,42,1,Lok Seva Hardware
2319,155363,A,Road,5,2,187,medium,F,29,1,Lok Seva Hardware
2320,156269,B,Road,3,2,238,medium,F,32,1,Lok Seva Hardware
2321,156214,C,Road,4,1,273,low,F,54,1,Lok Seva Hardware
2322,156141,F,Road,5,5,192,medium,F,37,1,Lok Seva Hardware
2323,156305,D,Road,3,5,268,high,M,19,1,Lok Seva Hardware
2324,156203,F,Road,3,4,164,low,M,5,1,Lok Seva Hardware
2325,156339,A,Flight,2,2,255,low,M,59,1,Lok Seva Hardware
2326,156351,B,Flight,4,4,141,low,F,30,1,Lok Seva Hardware
2327,156016,C,Flight,2,5,202,low,M,50,1,Lok Seva Hardware
2328,155515,F,Flight,4,4,282,medium,F,52,1,Lok Seva Hardware
2329,155563,D,Flight,6,4,190,low,M,7,1,Lok Seva Hardware
2330,156198,F,Flight,4,2,192,low,F,61,1,Lok Seva Hardware
2331,155412,A,Flight,3,4,179,low,M,51,1,Lok Seva Hardware
2332,156139,B,Flight,4,3,238,medium,M,43,1,Lok Seva Hardware
2333,155415,C,Flight,3,2,181,low,F,18,1,Lok Seva Hardware
2334,155967,F,Flight,5,2,128,medium,F,45,1,Lok Seva Hardware
2335,155360,D,Flight,5,1,285,low,M,51,1,Lok Seva Hardware
2336,155846,F,Flight,5,5,273,medium,F,18,1,Lok Seva Hardware
2337,155809,A,Flight,2,2,242,low,F,63,1,Lok Seva Hardware
2338,155375,B,Flight,3,4,226,medium,F,22,1,Lok Seva Hardware
2339,156184,C,Flight,2,5,255,low,F,36,1,Lok Seva Hardware
2340,155939,F,Flight,5,1,198,medium,F,37,1,Lok Seva Hardware
2341,155505,D,Flight,5,4,263,medium,M,59,1,Lok Seva Hardware
2342,155379,F,Flight,3,5,186,low,F,39,1,Lok Seva Hardware
2343,155981,A,Flight,5,2,260,low,F,22,1,Lok Seva Hardware
2344,155521,B,Flight,4,2,167,low,F,5,1,Lok Seva Hardware
2345,155742,C,Flight,4,3,210,low,F,46,1,Lok Seva Hardware
2346,155811,F,Flight,4,5,216,low,F,20,1,Lok Seva Hardware
2347,155689,D,Ship,3,2,273,low,F,12,1,Lok Seva Hardware
2348,155789,F,Ship,,1,153,low,F,55,1,Lok Seva Hardware
2349,155808,A,Ship,3,2,183,medium,F,44,1,Lok Seva Hardware
2350,155721,B,Ship,4,1,224,medium,F,36,1,Lok Seva Hardware
2351,155764,C,Ship,5,1,170,high,M,58,1,Lok Seva Hardware
2352,155649,F,Ship,5,1,237,low,M,33,1,Lok Seva Hardware
2353,155990,D,Ship,5,5,234,medium,F,60,1,Lok Seva Hardware
2354,155806,F,Ship,3,2,264,medium,F,43,1,Lok Seva Hardware
2355,155673,A,Ship,2,2,153,low,F,55,1,Lok Seva Hardware
2356,156320,B,Ship,4,3,228,low,M,61,1,Lok Seva Hardware
2357,155760,C,Ship,3,5,264,medium,M,33,1,Lok Seva Hardware
2358,155873,F,Ship,4,3,267,low,F,42,1,Lok Seva Hardware
2359,155580,D,Ship,3,2,213,low,M,22,1,Lok Seva Hardware
2360,155798,F,Ship,4,1,181,medium,M,38,1,Lok Seva Hardware
2361,155975,A,Ship,6,4,209,low,F,53,1,Lok Seva Hardware
2362,156246,B,Ship,3,2,165,low,F,19,1,Lok Seva Hardware
2363,155770,C,Ship,3,4,164,high,F,55,1,Lok Seva Hardware
2364,155842,F,Ship,5,5,141,medium,M,14,1,Lok Seva Hardware
2365,155837,D,Ship,3,2,164,medium,M,2,1,Lok Seva Hardware
2366,155842,F,Ship,3,3,178,medium,M,4,1,Lok Seva Hardware
2367,155691,A,Ship,5,4,200,medium,M,24,1,Lok Seva Hardware
2368,155490,B,Ship,4,5,185,low,F,47,1,Lok Seva Hardware
2369,155981,C,Ship,2,1,180,medium,F,31,1,Lok Seva Hardware
2370,156098,F,Ship,4,5,144,low,M,9,1,Lok Seva Hardware
2371,155934,D,Ship,4,4,161,low,F,14,1,Lok Seva Hardware
2372,155439,F,Ship,4,5,152,medium,M,25,1,Lok Seva Hardware
2373,156331,A,Ship,2,3,129,low,M,50,1,Lok Seva Hardware
2374,155776,B,Ship,5,2,140,medium,F,16,1,Lok Seva Hardware
2375,156137,C,Ship,4,1,270,medium,F,64,1,Lok Seva Hardware
2376,156313,F,Ship,3,2,183,medium,F,25,1,Lok Seva Hardware
2377,156159,D,Ship,4,1,264,low,F,39,1,Lok Seva Hardware
2378,155742,F,Ship,3,2,167,medium,M,49,1,Lok Seva Hardware
2379,155399,A,Ship,5,1,219,low,M,14,1,Lok Seva Hardware
2380,155840,B,Ship,4,2,225,low,M,52,1,Lok Seva Hardware
2381,155483,C,Ship,4,1,228,low,F,53,1,Lok Seva Hardware
2382,155373,F,Ship,3,5,119,medium,M,7,1,Lok Seva Hardware
2383,156221,D,Ship,3,5,244,low,F,8,1,Lok Seva Hardware
2384,156001,F,Ship,4,3,163,low,M,29,1,Lok Seva Hardware
2385,155746,A,Ship,4,5,260,medium,M,59,1,Lok Seva Hardware
2386,155863,B,Ship,4,3,135,medium,F,53,1,Lok Seva Hardware
2387,156250,C,Ship,5,2,167,medium,F,7,1,Lok Seva Hardware
2388,155724,F,Ship,4,4,233,medium,F,14,1,Lok Seva Hardware
2389,156047,D,Ship,4,5,147,medium,F,19,1,Lok Seva Hardware
2390,155688,F,Ship,2,4,159,low,F,17,1,Lok Seva Hardware
2391,156021,A,Ship,4,2,139,medium,M,5,1,Lok Seva Hardware
2392,156014,B,Ship,3,1,200,low,F,44,1,Lok Seva Hardware
2393,156147,C,Ship,4,1,221,low,F,3,1,Lok Seva Hardware
2394,156106,F,Ship,4,3,158,low,M,18,1,Lok Seva Hardware
2395,155432,D,Ship,4,5,227,low,M,65,1,Lok Seva Hardware
2396,155756,F,Ship,3,3,179,medium,F,12,1,Lok Seva Hardware
2397,155674,A,Ship,3,2,232,low,F,64,1,Lok Seva Hardware
2398,155788,B,Ship,3,3,139,low,M,9,1,Lok Seva Hardware
2399,155944,C,Ship,6,3,195,medium,M,21,1,Lok Seva Hardware
2400,155776,F,Ship,6,2,276,medium,M,7,1,Lok Seva Hardware
2401,156290,D,Ship,2,5,171,medium,F,13,1,Lok Seva Hardware
2402,155854,F,Ship,5,4,259,medium,F,43,1,Lok Seva Hardware
2403,155971,A,Ship,3,2,123,medium,F,7,1,Lok Seva Hardware
2404,155501,B,Ship,3,2,199,low,F,47,1,Lok Seva Hardware
2405,155794,C,Ship,4,3,226,low,F,32,1,Lok Seva Hardware
2406,155570,F,Ship,4,2,149,medium,F,54,1,Lok Seva Hardware
2407,155442,D,Ship,3,5,115,medium,M,60,1,Lok Seva Hardware
2408,156260,F,Ship,3,2,243,medium,M,26,1,Lok Seva Hardware
2409,155431,A,Ship,2,4,136,medium,M,58,1,Lok Seva Hardware
2410,156272,B,Ship,3,2,180,low,F,6,1,Lok Seva Hardware
2411,156119,C,Ship,4,1,274,medium,M,57,1,Lok Seva Hardware
2412,155525,F,Ship,6,5,233,medium,M,48,1,Lok Seva Hardware
2413,155807,D,Ship,3,2,254,medium,F,2,1,Lok Seva Hardware
2414,155395,F,Ship,4,5,153,high,F,3,1,Lok Seva Hardware
2415,156313,A,Ship,6,,175,medium,F,64,1,Lok Seva Hardware
2416,155464,B,Ship,5,2,207,low,F,35,1,Lok Seva Hardware
2417,155800,C,Ship,3,1,153,low,F,6,1,Lok Seva Hardware
2418,155439,F,Ship,3,4,228,medium,M,65,1,Lok Seva Hardware
2419,155374,D,Ship,5,2,96,low,F,50,1,Lok Seva Hardware
2420,155961,F,Ship,4,4,241,high,M,39,1,Lok Seva Hardware
2421,156111,A,Ship,5,2,249,high,F,28,1,Lok Seva Hardware
2422,155544,B,Ship,3,3,188,low,M,25,1,Lok Seva Hardware
2423,155430,C,Ship,3,2,154,high,F,4,1,Lok Seva Hardware
2424,156298,F,Ship,4,4,226,high,M,53,1,Lok Seva Hardware
2425,155527,D,Ship,5,3,250,low,F,14,1,Lok Seva Hardware
2426,156055,F,Ship,3,1,150,medium,F,46,1,Lok Seva Hardware
2427,155892,A,Ship,3,5,267,low,F,16,1,Lok Seva Hardware
2428,156262,B,Ship,4,3,223,low,M,35,1,Lok Seva Hardware
2429,155912,C,Ship,4,5,192,medium,F,41,1,Lok Seva Hardware
2430,155601,F,Ship,3,2,143,low,F,58,1,Lok Seva Hardware
2431,155586,D,Ship,3,5,113,low,F,19,1,Lok Seva Hardware
2432,156145,F,Ship,4,1,135,medium,M,39,1,Lok Seva Hardware
2433,155795,A,Ship,4,4,189,high,F,56,1,Lok Seva Hardware
2434,155532,B,Ship,3,2,245,medium,M,13,1,Lok Seva Hardware
2435,155651,C,Ship,3,5,181,low,M,29,1,Lok Seva Hardware
2436,155576,F,Ship,3,2,207,medium,F,37,1,Lok Seva Hardware
2437,155879,D,Ship,3,1,169,medium,F,19,1,Lok Seva Hardware
2438,155603,F,Ship,4,5,206,low,F,65,1,Lok Seva Hardware
2439,155775,A,Ship,2,5,117,low,M,44,1,Lok Seva Hardware
2440,155641,B,Road,2,1,115,high,M,42,1,Lok Seva Hardware
2441,155948,C,Road,3,3,149,low,F,63,1,Lok Seva Hardware
2442,156054,F,Road,4,5,133,medium,M,3,1,Lok Seva Hardware
2443,155551,D,Road,4,3,271,medium,M,22,1,Lok Seva Hardware
2444,156244,F,Road,2,5,116,low,F,3,1,Lok Seva Hardware
2445,155850,A,Road,3,5,139,medium,M,64,1,Lok Seva Hardware
2446,156142,B,Road,4,3,216,medium,M,35,1,Lok Seva Hardware
2447,155926,C,Road,3,5,165,high,F,37,1,Lok Seva Hardware
2448,156326,F,Road,6,5,286,low,F,31,1,Lok Seva Hardware
2449,156012,D,Road,5,3,136,medium,F,13,1,Lok Seva Hardware
2450,156165,F,Road,4,5,225,low,M,48,1,Lok Seva Hardware
2451,155799,A,Road,4,2,163,low,F,27,1,Lok Seva Hardware
2452,156226,B,Road,4,3,272,low,M,61,1,Lok Seva Hardware
2453,156246,C,Road,4,3,135,high,M,24,1,Lok Seva Hardware
2454,155586,F,Road,4,5,184,low,F,64,1,Lok Seva Hardware
2455,155611,D,Road,4,5,219,medium,F,28,1,Lok Seva Hardware
2456,156348,F,Road,3,3,249,medium,M,53,1,Lok Seva Hardware
2457,156254,A,Road,2,3,142,low,F,46,1,Lok Seva Hardware
2458,155832,B,Road,5,2,137,medium,M,47,1,Lok Seva Hardware
2459,156074,C,Road,2,5,168,low,M,37,1,Lok Seva Hardware
2460,155549,F,Road,5,5,165,medium,F,32,1,Lok Seva Hardware
2461,156080,D,Road,3,3,199,low,M,4,1,Lok Seva Hardware
2462,155737,F,Flight,3,3,246,low,M,27,1,Lok Seva Hardware
2463,155490,A,Flight,5,2,224,medium,M,43,1,Lok Seva Hardware
2464,155517,B,Flight,5,5,216,low,M,54,1,Lok Seva Hardware
2465,156161,C,Flight,5,3,167,low,M,3,1,Lok Seva Hardware
2466,155462,F,Flight,4,2,182,medium,M,14,1,Lok Seva Hardware
2467,155459,D,Flight,6,1,126,medium,F,37,1,Lok Seva Hardware
2468,155487,F,Flight,5,1,170,medium,F,48,1,Lok Seva Hardware
2469,156332,A,Flight,4,2,148,medium,M,2,1,Lok Seva Hardware
2470,155616,B,Flight,4,2,141,medium,M,61,1,Lok Seva Hardware
2471,155796,C,Flight,5,5,169,medium,F,14,1,Lok Seva Hardware
2472,155607,F,Flight,5,2,143,medium,M,12,1,Lok Seva Hardware
2473,156331,D,Flight,4,5,156,low,F,60,1,Lok Seva Hardware
2474,156292,F,Flight,5,1,241,medium,F,19,1,Lok Seva Hardware
2475,156155,A,Flight,3,4,212,medium,F,13,1,Lok Seva Hardware
2476,156120,B,Flight,5,3,265,medium,M,30,1,Lok Seva Hardware
2477,156261,C,Flight,3,4,243,low,F,60,1,Lok Seva Hardware
2478,156264,F,Flight,5,2,209,medium,M,15,1,Lok Seva Hardware
2479,155766,D,Flight,4,5,229,medium,M,21,1,Lok Seva Hardware
2480,156343,F,Flight,3,1,257,low,F,45,1,Lok Seva Hardware
2481,155686,A,Flight,5,5,209,low,M,49,1,Lok Seva Hardware
2482,155956,B,Flight,3,3,142,medium,M,23,1,Lok Seva Hardware
2483,156192,C,Flight,3,5,208,medium,M,12,1,Lok Seva Hardware
2484,155901,F,Ship,6,3,167,low,F,15,1,Lok Seva Hardware
2485,155884,D,Ship,3,5,266,medium,M,16,1,Lok Seva Hardware
2486,156153,F,Ship,5,3,210,medium,M,44,1,Lok Seva Hardware
2487,156001,A,Ship,2,2,147,medium,F,49,1,Lok Seva Hardware
2488,156007,B,Ship,5,2,132,medium,M,8,1,Lok Seva Hardware
2489,156346,C,Ship,3,4,269,medium,F,21,1,Lok Seva Hardware
2490,156341,F,Ship,5,3,148,medium,F,48,1,Lok Seva Hardware
2491,155921,D,Ship,4,5,268,high,M,32,1,Lok Seva Hardware
2492,156236,F,Ship,3,5,156,low,F,43,1,Lok Seva Hardware
2493,155961,A,Ship,5,1,222,low,M,63,1,Lok Seva Hardware
2494,155596,B,Ship,4,5,151,high,F,31,1,Lok Seva Hardware
2495,155936,C,Ship,3,3,236,low,F,28,1,Lok Seva Hardware
2496,155366,F,Ship,3,5,229,medium,F,12,1,Lok Seva Hardware
2497,156162,D,Ship,4,3,261,low,M,42,1,Lok Seva Hardware
2498,156092,F,Ship,2,1,229,low,M,6,1,Lok Seva Hardware
2499,155952,A,Ship,4,5,205,low,F,60,1,Lok Seva Hardware
2500,155747,B,Ship,3,4,240,low,M,8,1,Lok Seva Hardware
2501,155650,C,Ship,4,3,209,low,F,59,1,Lok Seva Hardware
2502,156004,F,Ship,2,1,252,low,M,35,1,Lok Seva Hardware
2503,155424,D,Ship,3,4,140,medium,M,48,1,Lok Seva Hardware
2504,155571,F,Ship,5,4,156,low,F,57,1,Lok Seva Hardware
2505,156358,A,Ship,2,2,190,medium,M,33,1,Lok Seva Hardware
2506,156006,B,Ship,3,4,138,medium,M,5,1,Lok Seva Hardware
2507,155515,C,Ship,5,4,243,low,F,35,1,Lok Seva Hardware
2508,156292,F,Ship,3,1,183,low,M,58,1,Lok Seva Hardware
2509,155552,D,Ship,3,5,190,medium,M,26,1,Lok Seva Hardware
